prompt,completion
"What was the MVI General Health in Anderson, Unknown, in 2022?","The MVI General Health in Anderson, Unknown, in 2022 was High."
Can you tell me what was the MVI General Health in Anderson in 2022?,"Yes, your answer is here, the MVI General Health in Anderson was High."
The value for MVI General Health in Anderson in 2022 was equal to?,"Yes, your answer is here, the MVI General Health in Anderson was equal to High."
Can you provide some details regarding the value for MVI General Health in Anderson in 2022?,"Yes, your queried detail is here, the MVI General Health in Anderson was equal to High."
"What was the MVI Socioeconomic Determinants in Anderson, Unknown, in 2022?","The MVI Socioeconomic Determinants in Anderson, Unknown, in 2022 was Med."
Can you tell me what was the MVI Socioeconomic Determinants in Anderson in 2022?,"Yes, your answer is here, the MVI Socioeconomic Determinants in Anderson was Med."
The value for MVI Socioeconomic Determinants in Anderson in 2022 was equal to?,"Yes, your answer is here, the MVI Socioeconomic Determinants in Anderson was equal to Med."
Can you provide some details regarding the value for MVI Socioeconomic Determinants in Anderson in 2022?,"Yes, your queried detail is here, the MVI Socioeconomic Determinants in Anderson was equal to Med."
"What was the MVI Physical Environment in Anderson, Unknown, in 2022?","The MVI Physical Environment in Anderson, Unknown, in 2022 was High."
Can you tell me what was the MVI Physical Environment in Anderson in 2022?,"Yes, your answer is here, the MVI Physical Environment in Anderson was High."
The value for MVI Physical Environment in Anderson in 2022 was equal to?,"Yes, your answer is here, the MVI Physical Environment in Anderson was equal to High."
Can you provide some details regarding the value for MVI Physical Environment in Anderson in 2022?,"Yes, your queried detail is here, the MVI Physical Environment in Anderson was equal to High."
"What was the Total Deliveries in Beaufort, Unknown, in 2022?","The Total Deliveries in Beaufort, Unknown, in 2022 was 1559."
Can you tell me what was the Total Deliveries in Beaufort in 2022?,"Yes, your answer is here, the Total Deliveries in Beaufort was 1559."
The value for Total Deliveries in Beaufort in 2022 was equal to?,"Yes, your answer is here, the Total Deliveries in Beaufort was equal to 1559."
Can you provide some details regarding the value for Total Deliveries in Beaufort in 2022?,"Yes, your queried detail is here, the Total Deliveries in Beaufort was equal to 1559."
"What was the Percent Total Deliveries in Beaufort, Unknown, in 2022?","The Percent Total Deliveries in Beaufort, Unknown, in 2022 was 3.2."
Can you tell me what was the Percent Total Deliveries in Beaufort in 2022?,"Yes, your answer is here, the Percent Total Deliveries in Beaufort was 3.2."
The value for Percent Total Deliveries in Beaufort in 2022 was equal to?,"Yes, your answer is here, the Percent Total Deliveries in Beaufort was equal to 3.2."
Can you provide some details regarding the value for Percent Total Deliveries in Beaufort in 2022?,"Yes, your queried detail is here, the Percent Total Deliveries in Beaufort was equal to 3.2."
"What was the Percent Medicaid Deliveries in Beaufort, Unknown, in 2022?","The Percent Medicaid Deliveries in Beaufort, Unknown, in 2022 was 49.1."
Can you tell me what was the Percent Medicaid Deliveries in Beaufort in 2022?,"Yes, your answer is here, the Percent Medicaid Deliveries in Beaufort was 49.1."
The value for Percent Medicaid Deliveries in Beaufort in 2022 was equal to?,"Yes, your answer is here, the Percent Medicaid Deliveries in Beaufort was equal to 49.1."
Can you provide some details regarding the value for Percent Medicaid Deliveries in Beaufort in 2022?,"Yes, your queried detail is here, the Percent Medicaid Deliveries in Beaufort was equal to 49.1."
"What was the Percent Uninsured Deliveries in Beaufort, Unknown, in 2022?","The Percent Uninsured Deliveries in Beaufort, Unknown, in 2022 was 0.9."
Can you tell me what was the Percent Uninsured Deliveries in Beaufort in 2022?,"Yes, your answer is here, the Percent Uninsured Deliveries in Beaufort was 0.9."
The value for Percent Uninsured Deliveries in Beaufort in 2022 was equal to?,"Yes, your answer is here, the Percent Uninsured Deliveries in Beaufort was equal to 0.9."
Can you provide some details regarding the value for Percent Uninsured Deliveries in Beaufort in 2022?,"Yes, your queried detail is here, the Percent Uninsured Deliveries in Beaufort was equal to 0.9."
"What was the Percent Black Non-Hispanic Birthing Persons in Beaufort, Unknown, in 2022?","The Percent Black Non-Hispanic Birthing Persons in Beaufort, Unknown, in 2022 was 22.2."
Can you tell me what was the Percent Black Non-Hispanic Birthing Persons in Beaufort in 2022?,"Yes, your answer is here, the Percent Black Non-Hispanic Birthing Persons in Beaufort was 22.2."
The value for Percent Black Non-Hispanic Birthing Persons in Beaufort in 2022 was equal to?,"Yes, your answer is here, the Percent Black Non-Hispanic Birthing Persons in Beaufort was equal to 22.2."
Can you provide some details regarding the value for Percent Black Non-Hispanic Birthing Persons in Beaufort in 2022?,"Yes, your queried detail is here, the Percent Black Non-Hispanic Birthing Persons in Beaufort was equal to 22.2."
"What was the Percent Hispanic Birthing Persons in Beaufort, Unknown, in 2022?","The Percent Hispanic Birthing Persons in Beaufort, Unknown, in 2022 was 23.7."
Can you tell me what was the Percent Hispanic Birthing Persons in Beaufort in 2022?,"Yes, your answer is here, the Percent Hispanic Birthing Persons in Beaufort was 23.7."
The value for Percent Hispanic Birthing Persons in Beaufort in 2022 was equal to?,"Yes, your answer is here, the Percent Hispanic Birthing Persons in Beaufort was equal to 23.7."
Can you provide some details regarding the value for Percent Hispanic Birthing Persons in Beaufort in 2022?,"Yes, your queried detail is here, the Percent Hispanic Birthing Persons in Beaufort was equal to 23.7."
"What was the Percent Other Non-Hispanic Birthing Persons in Beaufort, Unknown, in 2022?","The Percent Other Non-Hispanic Birthing Persons in Beaufort, Unknown, in 2022 was 2.4."
Can you tell me what was the Percent Other Non-Hispanic Birthing Persons in Beaufort in 2022?,"Yes, your answer is here, the Percent Other Non-Hispanic Birthing Persons in Beaufort was 2.4."
The value for Percent Other Non-Hispanic Birthing Persons in Beaufort in 2022 was equal to?,"Yes, your answer is here, the Percent Other Non-Hispanic Birthing Persons in Beaufort was equal to 2.4."
Can you provide some details regarding the value for Percent Other Non-Hispanic Birthing Persons in Beaufort in 2022?,"Yes, your queried detail is here, the Percent Other Non-Hispanic Birthing Persons in Beaufort was equal to 2.4."
"What was the Percent Premature Deliveries in Beaufort, Unknown, in 2022?","The Percent Premature Deliveries in Beaufort, Unknown, in 2022 was 7.6."
Can you tell me what was the Percent Premature Deliveries in Beaufort in 2022?,"Yes, your answer is here, the Percent Premature Deliveries in Beaufort was 7.6."
The value for Percent Premature Deliveries in Beaufort in 2022 was equal to?,"Yes, your answer is here, the Percent Premature Deliveries in Beaufort was equal to 7.6."
Can you provide some details regarding the value for Percent Premature Deliveries in Beaufort in 2022?,"Yes, your queried detail is here, the Percent Premature Deliveries in Beaufort was equal to 7.6."
"What was the Percent Low Birthweight Deliveries in Beaufort, Unknown, in 2022?","The Percent Low Birthweight Deliveries in Beaufort, Unknown, in 2022 was 7.5."
Can you tell me what was the Percent Low Birthweight Deliveries in Beaufort in 2022?,"Yes, your answer is here, the Percent Low Birthweight Deliveries in Beaufort was 7.5."
The value for Percent Low Birthweight Deliveries in Beaufort in 2022 was equal to?,"Yes, your answer is here, the Percent Low Birthweight Deliveries in Beaufort was equal to 7.5."
Can you provide some details regarding the value for Percent Low Birthweight Deliveries in Beaufort in 2022?,"Yes, your queried detail is here, the Percent Low Birthweight Deliveries in Beaufort was equal to 7.5."
"What was the Percent Chronic Physical Health Conditions in Beaufort, Unknown, in 2022?","The Percent Chronic Physical Health Conditions in Beaufort, Unknown, in 2022 was 18.7."
Can you tell me what was the Percent Chronic Physical Health Conditions in Beaufort in 2022?,"Yes, your answer is here, the Percent Chronic Physical Health Conditions in Beaufort was 18.7."
The value for Percent Chronic Physical Health Conditions in Beaufort in 2022 was equal to?,"Yes, your answer is here, the Percent Chronic Physical Health Conditions in Beaufort was equal to 18.7."
Can you provide some details regarding the value for Percent Chronic Physical Health Conditions in Beaufort in 2022?,"Yes, your queried detail is here, the Percent Chronic Physical Health Conditions in Beaufort was equal to 18.7."
"What was the Percent Chronic Behavioral Health Conditions in Beaufort, Unknown, in 2022?","The Percent Chronic Behavioral Health Conditions in Beaufort, Unknown, in 2022 was 22.3."
Can you tell me what was the Percent Chronic Behavioral Health Conditions in Beaufort in 2022?,"Yes, your answer is here, the Percent Chronic Behavioral Health Conditions in Beaufort was 22.3."
The value for Percent Chronic Behavioral Health Conditions in Beaufort in 2022 was equal to?,"Yes, your answer is here, the Percent Chronic Behavioral Health Conditions in Beaufort was equal to 22.3."
Can you provide some details regarding the value for Percent Chronic Behavioral Health Conditions in Beaufort in 2022?,"Yes, your queried detail is here, the Percent Chronic Behavioral Health Conditions in Beaufort was equal to 22.3."
"What was the SMM Per 10000 Deliveries in Beaufort, Unknown, in 2022?","The SMM Per 10000 Deliveries in Beaufort, Unknown, in 2022 was 89.8."
Can you tell me what was the SMM Per 10000 Deliveries in Beaufort in 2022?,"Yes, your answer is here, the SMM Per 10000 Deliveries in Beaufort was 89.8."
The value for SMM Per 10000 Deliveries in Beaufort in 2022 was equal to?,"Yes, your answer is here, the SMM Per 10000 Deliveries in Beaufort was equal to 89.8."
Can you provide some details regarding the value for SMM Per 10000 Deliveries in Beaufort in 2022?,"Yes, your queried detail is here, the SMM Per 10000 Deliveries in Beaufort was equal to 89.8."
"What was the Percent Potentially Avoidable Primary Cesareans in Beaufort, Unknown, in 2022?","The Percent Potentially Avoidable Primary Cesareans in Beaufort, Unknown, in 2022 was 25.8."
Can you tell me what was the Percent Potentially Avoidable Primary Cesareans in Beaufort in 2022?,"Yes, your answer is here, the Percent Potentially Avoidable Primary Cesareans in Beaufort was 25.8."
The value for Percent Potentially Avoidable Primary Cesareans in Beaufort in 2022 was equal to?,"Yes, your answer is here, the Percent Potentially Avoidable Primary Cesareans in Beaufort was equal to 25.8."
